Department|Attrition_Retention 2|Age group|Gender|Job Role|Attrition|Attrition Label|Education|Major|Age|Attrition Count|Attrition %|Attrition Date|Avg. Satisfaction Score|Dynamic Date|Employee No.|Employee Number|Environment Satisfaction|Job Involvement|Job Satisfaction|Monthly Income|Percent Salary Hike|Performance Rating|Relationship Satisfaction|Work Life Balance
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Master's Degree|Life Sciences|38||||2.8||E_230|230|1|2|4|8686|22|4|3|4
R & D|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Doctoral Degree|Life Sciences|32||||2.6||E_231|231|3|3|3|3038|20|4|1|3
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Technical Degree|27||||2.8||E_233|233|3|3|2|3058|16|3|4|2
Sales|Ex-Employees|< 25|Female|Sales Representative|Yes|Ex-Employees|High School|Technical Degree|19|1.0|0.010869565|4/23/2022|2.0|4/1/2022|E_235|235|3|1|1|2325|21|4|1|4
R & D|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Associates Degree|Medical|36||||2.8||E_238|238|4|3|2|2088|12|3|3|2
Research & Development|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Medical|30||||2.6||E_239|239|3|3|1|3072|11|3|3|3
Sales|Current Employees|45-55|Female|Sales Executive|No|Current Employees|Associates Degree|Life Sciences|45||||2.4||E_240|240|3|3|1|5006|11|3|1|4
Research & Development|Current Employees|> 55|Female|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|56||||2.6||E_241|241|3|3|1|4257|18|3|3|3
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|33||||3.0||E_242|242|3|3|4|2500|14|3|1|4
Research & Development|Ex-Employees|< 25|Male|Laboratory Technician|Yes|Ex-Employees|Bachelor's Degree|Life Sciences|19|1.0|0.007518797|4/17/2022|2.6|4/1/2022|E_243|243|2|2|4|1102|22|4|3|2
Sales|Current Employees|45-55|Female|Sales Executive|No|Current Employees|Associates Degree|Marketing|46||||2.4||E_244|244|2|3|1|10453|25|4|3|3
Research & Development|Current Employees|35-44|Female|Laboratory Technician|No|Current Employees|Associates Degree|Life Sciences|38||||3.2||E_245|245|3|3|4|2288|12|3|3|3
Research & Development|Current Employees|25-34|Female|Research Scientist|No|Current Employees|High School|Medical|31||||3.2||E_246|246|3|3|4|3929|23|4|3|3
R & D|Current Employees|25-34|Female|Research Scientist|No|Current Employees|Associates Degree|Medical|34||||3.2||E_247|247|4|3|2|2311|15|3|4|3
Sales|Ex-Employees|35-44|Female|Sales Representative|Yes|Ex-Employees|Associates Degree|Marketing|41|1.0|0.010869565|11/14/2021|2.6|11/1/2021|E_248|248|2|3|2|3140|22|4|4|2
R & D|Current Employees|45-55|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Medical|50||||2.8||E_249|249|3|2|3|3690|15|3|4|2
R & D|Current Employees|45-55|Female|Manufacturing Director|No|Current Employees|Associates Degree|Medical|53||||3.0||E_250|250|4|4|1|4450|11|3|3|3
Research & Development|Current Employees|25-34|Female|Research Scientist|No|Current Employees|Bachelor's Degree|Medical|33||||3.2||E_252|252|4|3|2|2756|13|3|4|3
Research & Development|Current Employees|35-44|Female|Manager|No|Current Employees|High School|Medical|40||||3.0||E_253|253|4|3|3|19033|14|3|2|3
R & D|Current Employees|45-55|Male|Research Director|No|Current Employees|Master's Degree|Medical|55||||3.2||E_254|254|3|4|2|18722|11|3|4|3
R & D|Current Employees|25-34|Male|Manufacturing Director|No|Current Employees|High School|Life Sciences|34||||2.8||E_256|256|4|2|3|9547|17|3|3|2
Research & Development|Current Employees|45-55|Female|Healthcare Representative|No|Current Employees|Bachelor's Degree|Medical|51||||3.0||E_258|258|4|3|2|13734|18|3|3|3
R & D|Current Employees|45-55|Male|Manager|No|Current Employees|Master's Degree|Life Sciences|52||||2.4||E_259|259|3|2|3|19999|14|3|1|3
Research & Development|Current Employees|25-34|Female|Research Scientist|No|Current Employees|Bachelor's Degree|Medical|27||||3.0||E_260|260|4|3|2|2279|16|3|4|2
R & D|Ex-Employees|35-44|Male|Manufacturing Director|Yes|Ex-Employees|Associates Degree|Life Sciences|35|1.0|0.007518797|7/18/2021|2.2|7/1/2021|E_261|261|2|2|3|5916|13|3|1|3
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Medical|43||||4.0||E_262|262|4|4|4|2089|14|3|4|4
R & D|Current Employees|45-55|Male|Manager|No|Current Employees|Associates Degree|Medical|45||||2.8||E_264|264|1|2|4|16792|23|4|4|3
R & D|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|37||||2.0||E_267|267|2|4|1|3564|12|3|1|2
Research & Development|Current Employees|35-44|Female|Laboratory Technician|No|Current Employees|Bachelor's Degree|Medical|35||||2.8||E_269|269|2|3|2|4425|11|3|4|3
Research & Development|Current Employees|35-44|Female|Manufacturing Director|No|Current Employees|Associates Degree|Medical|42||||2.8||E_270|270|3|3|3|5265|16|3|2|3
Research & Development|Current Employees|35-44|Male|Manufacturing Director|No|Current Employees|Master's Degree|Life Sciences|38||||3.0||E_271|271|4|3|3|6553|14|3|2|3
R & D|Current Employees|35-44|Male|Manufacturing Director|No|Current Employees|Bachelor's Degree|Technical Degree|38||||2.6||E_273|273|4|3|4|6261|18|3|1|1
R & D|Current Employees|25-34|Male|Manufacturing Director|No|Current Employees|High School|Technical Degree|27||||2.4||E_274|274|3|2|1|4298|19|3|3|3
R & D|Current Employees|45-55|Male|Manufacturing Director|No|Current Employees|Master's Degree|Life Sciences|49||||3.0||E_275|275|4|3|4|6804|15|3|1|3
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Master's Degree|Medical|34||||3.6||E_277|277|4|3|3|3815|17|3|4|4
R & D|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Associates Degree|Medical|40||||3.4||E_281|281|3|3|4|2741|15|3|3|4
R & D|Ex-Employees|35-44|Male|Healthcare Representative|Yes|Ex-Employees|High School|Medical|38|1.0|0.007518797|10/22/2021|2.2|10/1/2021|E_282|282|2|3|1|6673|19|3|2|3
Sales|Ex-Employees|25-34|Female|Sales Executive|Yes|Ex-Employees|Bachelor's Degree|Marketing|29|1.0|0.010869565|9/12/2021|3.0|9/1/2021|E_283|283|2|3|4|7639|22|4|4|2
R & D|Current Employees|< 25|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|22||||2.6||E_284|284|4|4|2|2328|16|3|1|2
R & D|Current Employees|35-44|Female|Laboratory Technician|No|Current Employees|High School|Medical|36||||2.6||E_286|286|2|3|4|2153|13|3|1|3
R & D|Current Employees|35-44|Male|Healthcare Representative|No|Current Employees|Doctoral Degree|Life Sciences|40||||3.0||E_287|287|4|2|4|4876|14|3|4|1
Research & Development|Current Employees|45-55|Male|Healthcare Representative|No|Current Employees|Master's Degree|Medical|46||||2.8||E_288|288|4|3|1|9396|16|3|3|3
Sales|Ex-Employees|25-34|Male|Sales Executive|Yes|Ex-Employees|Master's Degree|Medical|32|1.0|0.010869565|4/15/2022|2.8|4/1/2022|E_291|291|4|1|4|10400|11|3|3|2
R & D|Current Employees|25-34|Male|Manufacturing Director|No|Current Employees|High School|Life Sciences|30||||2.8||E_292|292|3|2|3|8474|22|4|3|3
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|Bachelor's Degree|Life Sciences|27||||3.4||E_293|293|4|3|3|9981|14|3|4|3
Research & Development|Current Employees|45-55|Male|Research Director|No|Current Employees|Master's Degree|Life Sciences|51||||2.2||E_296|296|2|2|2|12490|16|3|4|1
Research & Development|Ex-Employees|25-34|Female|Research Scientist|Yes|Ex-Employees|Bachelor's Degree|Technical Degree|30|1.0|0.007518797|3/26/2022|2.8|3/1/2022|E_297|297|4|3|1|2657|11|3|3|3
Sales|Current Employees|35-44|Female|Manager|No|Current Employees|Bachelor's Degree|Life Sciences|41||||3.4||E_298|298|4|3|4|13591|18|3|3|3
Sales|Ex-Employees|25-34|Female|Sales Executive|Yes|Ex-Employees|Master's Degree|Marketing|30|1.0|0.010869565|9/17/2021|2.2|9/1/2021|E_299|299|3|2|1|6696|15|3|3|2
R & D|Ex-Employees|25-34|Male|Research Scientist|Yes|Ex-Employees|Bachelor's Degree|Technical Degree|29|1.0|0.007518797|4/27/2022|3.0|4/1/2022|E_300|300|3|3|3|2058|14|3|4|2
Sales|Current Employees|45-55|Female|Sales Executive|No|Current Employees|Bachelor's Degree|Medical|45||||3.4||E_302|302|4|2|4|8865|12|3|4|3
Sales|Current Employees|45-55|Female|Sales Executive|No|Current Employees|Bachelor's Degree|Marketing|54||||3.0||E_303|303|4|3|1|5940|14|3|4|3
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Associates Degree|Life Sciences|36||||3.4||E_304|304|4|3|2|5914|16|3|4|4
Research & Development|Current Employees|25-34|Female|Research Scientist|No|Current Employees|Master's Degree|Medical|33||||2.8||E_305|305|3|2|2|2622|21|4|4|3
R & D|Current Employees|35-44|Male|Research Director|No|Current Employees|Bachelor's Degree|Other|37||||3.0||E_306|306|2|3|4|12185|14|3|3|3
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Life Sciences|38||||2.4||E_307|307|1|3|3|10609|12|3|3|2
R & D|Current Employees|25-34|Male|Manufacturing Director|No|Current Employees|Master's Degree|Medical|31||||2.8||E_308|308|3|1|3|4345|12|3|4|3
Research & Development|Current Employees|> 55|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|59||||2.6||E_309|309|3|2|4|2177|17|3|1|3
Sales|Current Employees|35-44|Male|Sales Representative|No|Current Employees|Master's Degree|Marketing|37||||2.8||E_311|311|1|3|4|2793|17|3|3|3
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|High School|Medical|29||||3.2||E_312|312|2|3|4|7918|14|3|4|3
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Bachelor's Degree|Marketing|35||||2.8||E_314|314|3|3|3|8789|14|3|1|4
R & D|Ex-Employees|25-34|Male|Research Scientist|Yes|Ex-Employees|High School|Medical|29|1.0|0.007518797|1/7/2022|2.8|1/1/2022|E_315|315|3|2|4|2389|13|3|3|2
R & D|Current Employees|45-55|Female|Laboratory Technician|No|Current Employees|Bachelor's Degree|Life Sciences|52||||2.6||E_316|316|3|2|4|3212|15|3|2|2
Research & Development|Current Employees|35-44|Male|Manager|No|Current Employees|Associates Degree|Technical Degree|42||||3.4||E_319|319|3|3|4|19232|11|3|4|3
Human Resources|Current Employees|> 55|Male|Human Resources|No|Current Employees|Associates Degree|Medical|59||||2.8||E_321|321|2|3|3|2267|17|3|4|2
Sales|Current Employees|45-55|Female|Manager|No|Current Employees|Master's Degree|Medical|50||||3.2||E_323|323|4|3|4|19517|11|3|3|2
R & D|Ex-Employees|25-34|Male|Laboratory Technician|Yes|Ex-Employees|Bachelor's Degree|Medical|33|1.0|0.007518797|2/4/2022|2.8|2/1/2022|E_325|325|3|3|4|2436|13|3|3|1
Sales|Current Employees|35-44|Female|Manager|No|Current Employees|Bachelor's Degree|Marketing|43||||3.4||E_327|327|4|3|4|16064|22|4|3|3
Research & Development|Ex-Employees|25-34|Female|Laboratory Technician|Yes|Ex-Employees|Associates Degree|Life Sciences|33|1.0|0.007518797|4/17/2022|2.0|4/1/2022|E_328|328|1|3|1|2707|20|4|1|4
Sales|Current Employees|45-55|Male|Manager|No|Current Employees|Master's Degree|Life Sciences|52||||2.8||E_329|329|1|2|3|19068|18|3|4|4
Sales|Current Employees|25-34|Female|Sales Representative|No|Current Employees|Associates Degree|Life Sciences|32||||2.4||E_330|330|3|3|2|3931|11|3|1|3
Research & Development|Ex-Employees|25-34|Male|Laboratory Technician|Yes|Ex-Employees|Bachelor's Degree|Life Sciences|32|1.0|0.007518797|4/30/2022|2.8|4/1/2022|E_331|331|4|2|3|3730|14|3|4|1
R & D|Current Employees|35-44|Female|Laboratory Technician|No|Current Employees|Master's Degree|Medical|39||||3.0||E_332|332|3|3|3|2232|14|3|3|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Master's Degree|Marketing|32||||2.8||E_333|333|3|3|4|4465|18|3|1|3
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Associates Degree|Life Sciences|41||||2.0||E_334|334|3|3|1|3072|16|3|1|2
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Associates Degree|Technical Degree|40||||2.4||E_335|335|1|3|4|3319|17|3|1|3
R & D|Current Employees|45-55|Male|Manager|No|Current Employees|Bachelor's Degree|Other|45||||3.4||E_336|336|3|4|4|19202|11|3|3|3
R & D|Current Employees|25-34|Male|Research Director|No|Current Employees|Master's Degree|Medical|31||||2.4||E_337|337|2|3|3|13675|12|3|1|3
Research & Development|Current Employees|25-34|Female|Research Scientist|No|Current Employees|Master's Degree|Life Sciences|33||||2.8||E_338|338|3|2|4|2911|13|3|3|2
R & D|Current Employees|25-34|Male|Manufacturing Director|No|Current Employees|Master's Degree|Life Sciences|34||||2.4||E_339|339|4|2|1|5957|13|3|2|3
Research & Development|Current Employees|35-44|Female|Research Scientist|No|Current Employees|Associates Degree|Medical|37||||1.8||E_340|340|3|2|1|3920|14|3|1|2
Research & Development|Current Employees|45-55|Male|Manufacturing Director|No|Current Employees|Master's Degree|Life Sciences|45||||3.0||E_341|341|1|4|3|6434|17|3|4|3
R & D|Ex-Employees|35-44|Male|Manufacturing Director|Yes|Ex-Employees|Bachelor's Degree|Medical|37|1.0|0.007518797|2/28/2022|2.4|2/1/2022|E_342|342|1|3|3|10048|11|3|2|3
Research & Development|Current Employees|35-44|Female|Healthcare Representative|No|Current Employees|Master's Degree|Technical Degree|39||||3.2||E_343|343|3|3|3|10938|25|4|4|3
R & D|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|29||||2.8||E_346|346|3|3|4|2340|19|3|1|3
R & D|Current Employees|35-44|Female|Research Scientist|No|Current Employees|Associates Degree|Life Sciences|42||||3.0||E_347|347|4|4|1|6545|13|3|3|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Associates Degree|Marketing|29||||3.6||E_349|349|4|3|4|6931|14|3|4|3
R & D|Current Employees|25-34|Female|Manufacturing Director|No|Current Employees|Bachelor's Degree|Life Sciences|25||||2.8||E_350|350|1|3|3|4898|12|3|4|3
Research & Development|Current Employees|35-44|Female|Laboratory Technician|No|Current Employees|Bachelor's Degree|Medical|42||||2.6||E_351|351|4|2|1|2593|11|3|3|3
R & D|Current Employees|35-44|Male|Research Director|No|Current Employees|Associates Degree|Medical|40||||2.8||E_352|352|1|3|3|19436|19|3|4|3
Research & Development|Current Employees|45-55|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|51||||2.8||E_353|353|3|3|4|2723|11|3|2|2
Research & Development|Ex-Employees|25-34|Male|Laboratory Technician|Yes|Ex-Employees|Associates Degree|Medical|31|1.0|0.007518797|10/18/2021|2.6|10/1/2021|E_355|355|3|2|2|3479|11|3|2|4
Research & Development|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Life Sciences|32||||2.4||E_359|359|2|4|2|2794|20|4|3|1
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Associates Degree|Life Sciences|38||||3.4||E_361|361|4|2|4|5249|18|3|4|3
R & D|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|High School|Technical Degree|32||||2.8||E_362|362|4|2|1|2176|13|3|4|3
Sales|Current Employees|45-55|Female|Manager|No|Current Employees|Bachelor's Degree|Technical Degree|46||||2.0||E_363|363|3|1|2|16872|12|3|2|2
Research & Development|Ex-Employees|25-34|Male|Laboratory Technician|Yes|Ex-Employees|Master's Degree|Life Sciences|28|1.0|0.007518797|4/17/2022|2.2|4/1/2022|E_364|364|1|3|3|3485|11|3|3|1
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Medical|29||||2.0||E_366|366|1|2|2|6644|19|3|2|3
Research & Development|Current Employees|25-34|Male|Healthcare Representative|No|Current Employees|Bachelor's Degree|Medical|31||||2.6||E_367|367|2|2|4|5582|21|4|2|3
Research & Development|Current Employees|25-34|Male|Healthcare Representative|No|Current Employees|Associates Degree|Life Sciences|25||||2.8||E_369|369|2|4|1|4000|12|3|4|3
Research & Development|Current Employees|45-55|Male|Healthcare Representative|No|Current Employees|Associates Degree|Medical|45||||3.0||E_372|372|3|3|4|13496|14|3|2|3
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Life Sciences|36||||3.4||E_373|373|4|3|4|3210|11|3|3|3
Research & Development|Current Employees|45-55|Male|Manager|No|Current Employees|Bachelor's Degree|Medical|55||||2.8||E_374|374|4|3|1|19045|14|3|3|3
Research & Development|Ex-Employees|45-55|Male|Manager|Yes|Ex-Employees|Master's Degree|Life Sciences|47|1.0|0.007518797|11/14/2021|2.4|11/1/2021|E_376|376|1|3|2|11849|12|3|4|2
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Medical|28||||3.4||E_377|377|4|3|4|2070|23|4|4|2
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Master's Degree|Medical|37||||3.2||E_378|378|3|3|4|6502|14|3|2|4
R & D|Current Employees|< 25|Male|Research Scientist|No|Current Employees|Associates Degree|Medical|21||||2.8||E_379|379|4|2|3|3230|17|3|1|4
Research & Development|Current Employees|35-44|Female|Research Director|No|Current Employees|Master's Degree|Medical|37||||2.4||E_380|380|1|3|4|13603|18|3|1|3
Research & Development|Current Employees|35-44|Female|Manager|No|Current Employees|Bachelor's Degree|Life Sciences|35||||2.4||E_381|381|2|4|2|11996|18|3|2|2
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Associates Degree|Medical|38||||2.4||E_382|382|1|4|1|5605|24|4|3|3
Research & Development|Current Employees|25-34|Female|Manufacturing Director|No|Current Employees|Bachelor's Degree|Life Sciences|26||||2.0||E_384|384|3|3|2|6397|20|4|1|1
Research & Development|Current Employees|45-55|Male|Research Director|No|Current Employees|High School|Life Sciences|50||||1.8||E_385|385|1|3|2|19144|14|3|1|2
Research & Development|Current Employees|45-55|Male|Research Director|No|Current Employees|Master's Degree|Medical|53||||3.0||E_386|386|3|3|3|17584|16|3|4|2
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|High School|Life Sciences|42||||2.8||E_387|387|2|3|3|4907|25|4|3|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Associates Degree|Life Sciences|29||||2.4||E_388|388|2|3|4|4554|18|3|1|2
R & D|Current Employees|45-55|Male|Laboratory Technician|No|Current Employees|Associates Degree|Technical Degree|55||||3.2||E_389|389|2|3|4|5415|19|3|4|3
R & D|Current Employees|25-34|Male|Healthcare Representative|No|Current Employees|Associates Degree|Medical|26||||2.2||E_390|390|1|3|1|4741|13|3|3|3
Research & Development|Current Employees|35-44|Female|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|37||||3.2||E_391|391|4|3|4|2115|12|3|2|3
Research & Development|Ex-Employees|35-44|Male|Laboratory Technician|Yes|Ex-Employees|Bachelor's Degree|Life Sciences|44|1.0|0.007518797|7/1/2021|3.0|7/1/2021|E_392|392|4|3|3|3161|22|4|4|1
